Matching_area,sum_COUNTHU10,sum_TOTPOP10,sum_P_WRKAGE,sum_AUTOOWN0,sum_PCT_AO0,sum_AUTOOWN1,sum_PCT_AO1,sum_AUTOOWN2P,sum_PCT_AO2P,sum_WORKERS,sum_R_LOWWAGEW,sum_R_MEDWAGEW,sum_R_HIWAGEWK,sum_R_PCTLOWWA,sum_EMPTOT,sum_E5_RET10,sum_E5_OFF10,sum_E5_IND10,sum_E5_SVC10,sum_E5_ENT10,sum_E8_RET10,sum_E8_OFF10,sum_E8_IND10,sum_E8_SVC10,sum_E8_ENT10,sum_E8_ED10,sum_E8_HLTH10,sum_E8_PUB10,sum_E_FEDT10,sum_E_FEDRET10,sum_E_FEDOFF10,sum_E_FEDIND10,sum_E_FEDSVC10,sum_E_FEDENT10,sum_E_LOWWAGEW,sum_E_MEDWAGEW,sum_E_HIWAGEWK,sum_E_PCTLOWWA,sum_AC_TOT,sum_AC_WATER,sum_AC_LAND,sum_AC_UNPR,sum_D1A,sum_D1B,sum_D1C,sum_D1C5_Ret10,sum_D1C5_Off10,sum_D1C5_Ind10,sum_D1C5_Svc10,sum_D1C5_Ent10,sum_D1C8_Ret10,sum_D1C8_Off10,sum_D1C8_Ind10,sum_D1C8_Svc10,sum_D1C8_Ent10,sum_D1C8_Ed10,sum_D1C8_Hlth1,sum_D1C8_Pub10,sum_D1D,sum_D1_flag,sum_D2A_JPHH,sum_D2B_E5MIX,sum_D2B_E5MIXA,sum_D2B_E8MIX,sum_D2B_E8MIXA,sum_D2A_EPHHM,sum_D2C_TRPMX1,sum_D2C_TRPMX2,sum_D2C_TRIPEQ,sum_D2R_JOBPOP,sum_D2R_WRKEMP,sum_D2A_WRKEMP,sum_D2C_WREMIX,sum_D3a,sum_D3aao,sum_D3amm,sum_D3apo,sum_D3b,sum_D3bao,sum_D3bmm3,sum_D3bmm4,sum_D3bpo3,sum_D3bpo4,sum_D4a,sum_D4b025,sum_D4b050,sum_D4c,sum_D4d,sum_D5ar,sum_D5ae,sum_D5br,sum_D5br_Flag,sum_D5be,sum_D5be_Flag,sum_D5cr,sum_D5cri,sum_D5ce,sum_D5cei,sum_D5dr,sum_D5dri,sum_D5de,sum_D5dei,sum_Shape_Leng,sum_Shape_Area,mean_COUNTHU10,mean_TOTPOP10,mean_P_WRKAGE,mean_AUTOOWN0,mean_PCT_AO0,mean_AUTOOWN1,mean_PCT_AO1,mean_AUTOOWN2P,mean_PCT_AO2P,mean_WORKERS,mean_R_LOWWAGEW,mean_R_MEDWAGEW,mean_R_HIWAGEWK,mean_R_PCTLOWWA,mean_EMPTOT,mean_E5_RET10,mean_E5_OFF10,mean_E5_IND10,mean_E5_SVC10,mean_E5_ENT10,mean_E8_RET10,mean_E8_OFF10,mean_E8_IND10,mean_E8_SVC10,mean_E8_ENT10,mean_E8_ED10,mean_E8_HLTH10,mean_E8_PUB10,mean_E_FEDT10,mean_E_FEDRET10,mean_E_FEDOFF10,mean_E_FEDIND10,mean_E_FEDSVC10,mean_E_FEDENT10,mean_E_LOWWAGEW,mean_E_MEDWAGEW,mean_E_HIWAGEWK,mean_E_PCTLOWWA,mean_AC_TOT,mean_AC_WATER,mean_AC_LAND,mean_AC_UNPR,mean_D1A,mean_D1B,mean_D1C,mean_D1C5_Ret10,mean_D1C5_Off10,mean_D1C5_Ind10,mean_D1C5_Svc10,mean_D1C5_Ent10,mean_D1C8_Ret10,mean_D1C8_Off10,mean_D1C8_Ind10,mean_D1C8_Svc10,mean_D1C8_Ent10,mean_D1C8_Ed10,mean_D1C8_Hlth1,mean_D1C8_Pub10,mean_D1D,mean_D1_flag,mean_D2A_JPHH,mean_D2B_E5MIX,mean_D2B_E5MIXA,mean_D2B_E8MIX,mean_D2B_E8MIXA,mean_D2A_EPHHM,mean_D2C_TRPMX1,mean_D2C_TRPMX2,mean_D2C_TRIPEQ,mean_D2R_JOBPOP,mean_D2R_WRKEMP,mean_D2A_WRKEMP,mean_D2C_WREMIX,mean_D3a,mean_D3aao,mean_D3amm,mean_D3apo,mean_D3b,mean_D3bao,mean_D3bmm3,mean_D3bmm4,mean_D3bpo3,mean_D3bpo4,mean_D4a,mean_D4b025,mean_D4b050,mean_D4c,mean_D4d,mean_D5ar,mean_D5ae,mean_D5br,mean_D5br_Flag,mean_D5be,mean_D5be_Flag,mean_D5cr,mean_D5cri,mean_D5ce,mean_D5cei,mean_D5dr,mean_D5dri,mean_D5de,mean_D5dei,mean_Shape_Leng,mean_Shape_Area
209,3089,5518,2.70549,2252,2.25168,782,0.70643,51,0.04185,2302,362,446,1494,0.4693,13141,1062,6240,499,4660,680,1062,3384,499,1863,680,1441,1356,2856,0,0,0,0,0,0,2430,3259,7452,0.49,61.4,0.18,61.20829678,61.2083,170.7697854,303.0791126,659.8960221,47.45236587,345.2235788,22.05608053,89.6067504,29.24776408,47.45236587,152.3019506,22.05608053,89.6067504,89.6067504,64.97725236,61.33223004,192.9216282,830.6658075,0,12.42008,1.914579,1.914579,1.907111,1.907111,2.224678,2.010005,2.204346,1.632382,2.281135,1.274418,0.905558,1.522144,165.7401,48.38845774,44.28459826,73.06705388,504.374,111.3026225,186.4713129,113.3186635,218.7324542,120.7845887,1410.476004,2.295684714,3.000000082,715.3333333,23562.06933,3559882.715,3912585.667,1050773.21,0,452358.92,2,0.000553,2.34,0.03,2.56,0.00158644,1.95,0.001148626,0.56,5419.027831,432822.0588,1029.666667,1839.333333,0.90183,750.6666667,0.75056,260.6666667,0.235476667,17,0.01395,767.3333333,120.6666667,148.6666667,498,0.156433333,4380.333333,354,2080,166.3333333,1553.333333,226.6666667,354,1128,166.3333333,621,226.6666667,480.3333333,452,952,0,0,0,0,0,0,810,1086.333333,2484,0.163333333,20.46666667,0.06,20.40276559,20.40276667,56.9232618,101.0263709,219.9653407,15.81745529,115.0745263,7.352026843,29.8689168,9.749254693,15.81745529,50.76731686,7.352026843,29.8689168,29.8689168,21.65908412,20.44407668,64.30720942,276.8886025,0,4.140026667,0.638193,0.638193,0.635703667,0.635703667,0.741559333,0.670001667,0.734782,0.544127333,0.760378333,0.424806,0.301852667,0.507381333,55.2467,16.12948591,14.76153275,24.35568463,168.1246667,37.10087416,62.15710431,37.77288783,72.91081806,40.26152957,470.158668,0.765228238,1.000000027,238.4444444,7854.023111,1186627.572,1304195.222,350257.7367,0,150786.3067,0.666666667,0.000184333,0.78,0.01,0.853333333,0.000528813,0.65,0.000382875,0.186666667,1806.34261,144274.0196
211,4879,7466,4.53897,4058,4.16199,729,0.74174,84,0.0962,3716,567,598,2551,0.76815,14508,3880,2788,1267,3592,2981,3880,2780,1267,3251,2981,151,190,8,0,0,0,0,0,0,3009,4509,6990,1.21,92.15804516,0,92.15149403,92.15154,361.2107257,525.1643838,635.412455,157.0789941,116.617946,52.39960376,121.565028,171.6592988,157.0789941,116.3676935,52.39960376,121.565028,121.565028,7.731145402,8.360438948,0.25025245,996.6231806,0,13.871247,4.510627,4.510627,3.949678,3.679382,4.074908,3.615117,3.944455,2.820204,3.106149,2.789865,3.512625,2.809056,159.4336,9.261445394,34.5027749,115.6693775,423.2211,10.54111072,0,181.0575601,61.93692336,200.8516062,2738.446881,5,4.999999981,837,32795.94667,6418075.784,6914562.231,1795919.21,2,738971.26,4,0.000996,4.21,0.05,4.53,0.002711449,3.34,0.001876389,0.92,7163.983015,649935.5566,975.8,1493.2,0.907794,811.6,0.832398,145.8,0.148348,16.8,0.01924,743.2,113.4,119.6,510.2,0.15363,2901.6,776,557.6,253.4,718.4,596.2,776,556,253.4,650.2,596.2,30.2,38,1.6,0,0,0,0,0,0,601.8,901.8,1398,0.242,18.43160903,0,18.43029881,18.430308,72.24214513,105.0328768,127.082491,31.41579882,23.32358919,10.47992075,24.31300559,34.33185976,31.41579882,23.2735387,10.47992075,24.31300559,24.31300559,1.54622908,1.67208779,0.05005049,199.3246361,0,2.7742494,0.9021254,0.9021254,0.7899356,0.7358764,0.8149816,0.7230234,0.788891,0.5640408,0.6212298,0.557973,0.702525,0.5618112,31.88672,1.852289079,6.900554981,23.1338755,84.64422,2.108222143,0,36.21151203,12.38738467,40.17032125,547.6893762,1,0.999999996,167.4,6559.189333,1283615.157,1382912.446,359183.842,0.4,147794.252,0.8,0.0001992,0.842,0.01,0.906,0.00054229,0.668,0.000375278,0.184,1432.796603,129987.1113
224,11224,21049,9.86492,7870,7.58686,3112,3.18623,229,0.22675,9713,1223,1441,7049,1.38065,930,74,87,34,539,196,74,87,34,486,196,2,51,0,0,0,0,0,0,0,273,288,369,2.8,132.911111,2.55,130.3590781,130.35097,1112.371101,2083.789838,108.1386831,10.61371834,7.853874758,3.293451446,56.97035671,24.00055149,10.61371834,7.853874758,3.293451446,56.97035671,56.97035671,0.162938769,5.243791614,0,1220.509784,0,1.030814,4.748542,3.554364,4.281846,3.289138,2.233918,3.434711,3.548624,1.901118,0.452038,2.22705,376.499742,0.576328,425.616,54.75198252,11.83755597,359.0264043,3558.4001,51.98164563,75.17690316,8.661847067,4041.474318,803.9314194,6179.771971,3.939932526,10.77300707,138.3333333,9768.3456,13334378.51,15031768.05,2290198.15,11,1169932.7,9,0.002071,8.77,0.11,9.81,0.003457703,4.21,0.002970682,1.46,14783.42046,937601.0222,1020.363636,1913.545455,0.896810909,715.4545455,0.689714545,282.9090909,0.289657273,20.81818182,0.020613636,883,111.1818182,131,640.8181818,0.125513636,84.54545455,6.727272727,7.909090909,3.090909091,49,17.81818182,6.727272727,7.909090909,3.090909091,44.18181818,17.81818182,0.181818182,4.636363636,0,0,0,0,0,0,0,24.81818182,26.18181818,33.54545455,0.254545455,12.08282827,0.231818182,11.85082528,11.85008818,101.1246456,189.4354399,9.830789374,0.964883485,0.713988614,0.299404677,5.179123337,2.181868317,0.964883485,0.713988614,0.299404677,5.179123337,5.179123337,0.014812615,0.476708329,0,110.955435,0,0.093710364,0.431685636,0.323124,0.389258727,0.299012545,0.203083455,0.312246455,0.322602182,0.172828909,0.041094364,0.202459091,34.22724927,0.052393455,38.69236364,4.977452956,1.076141452,32.63876402,323.4909182,4.725604148,6.834263924,0.787440642,367.4067562,73.08467449,561.7974519,0.358175684,0.979364279,12.57575758,888.0314182,1212216.228,1366524.368,208199.8318,1,106357.5182,0.818181818,0.000188273,0.797272727,0.01,0.891818182,0.000314337,0.382727273,0.000270062,0.132727273,1343.947314,85236.45657
229,20482,28505,21.87913,14913,17.30829,4936,5.99329,605,0.69812,12104,1497,1553,9054,2.97509,22141,1241,6262,1544,10002,3092,1241,6235,1544,8421,3092,328,1253,27,0,0,0,0,0,0,2835,5120,14186,4.42,153.9121067,4.29,149.5861421,149.58585,3646.061819,5051.472229,3029.314529,178.1124858,787.9456106,198.2827633,1144.948865,448.4080602,178.1124858,784.0404299,198.2827633,1144.948865,1144.948865,56.75851801,214.8582264,3.905180668,6675.376349,0,26.571326,17.786002,17.357275,16.990327,15.476676,13.297358,13.53535,14.965822,12.128412,8.510656,14.761313,36.07909,10.737454,730.83494,246.9386945,36.79665592,447.0998019,714.9676,466.9852348,11.07305407,0,453.2552851,405.2606038,13955.41896,10.43441857,24.0000002,1610.333333,169863.8827,30693088.54,33263167.29,7261760.09,24,2290088.03,8,0.004768,20.17,0.24,21.73,0.010963683,13.44,0.005814971,2.81,22328.01887,1086377.356,853.4166667,1187.708333,0.911630417,621.375,0.72117875,205.6666667,0.249720417,25.20833333,0.029088333,504.3333333,62.375,64.70833333,377.25,0.123962083,922.5416667,51.70833333,260.9166667,64.33333333,416.75,128.8333333,51.70833333,259.7916667,64.33333333,350.875,128.8333333,13.66666667,52.20833333,1.125,0,0,0,0,0,0,118.125,213.3333333,591.0833333,0.184166667,6.413004447,0.17875,6.232755919,6.23274375,151.9192425,210.4780095,126.2214387,7.421353574,32.83106711,8.261781804,47.70620271,18.68366917,7.421353574,32.66835125,8.261781804,47.70620271,47.70620271,2.36493825,8.952426099,0.162715861,278.1406812,0,1.107138583,0.741083417,0.723219792,0.707930292,0.6448615,0.554056583,0.563972917,0.623575917,0.5053505,0.354610667,0.615054708,1.503295417,0.447393917,30.45145583,10.28911227,1.533193997,18.62915841,29.79031667,19.45771812,0.461377253,0,18.88563688,16.88585849,581.4757899,0.43476744,1.000000008,67.09722222,7077.661778,1278878.689,1385965.304,302573.3371,1,95420.33458,0.333333333,0.000198667,0.840416667,0.01,0.905416667,0.00045682,0.56,0.00024229,0.117083333,930.3341195,45265.72316
230,5489,6655,5.77401,4847,5.32807,543,0.5258,92,0.14606,4164,712,640,2812,1.20029,130479,3076,64168,1795,35491,25949,3076,63950,1795,33690,25949,1129,672,218,122,0,122,0,0,0,15954,20256,94269,0.74,129.987447,0,129.9759893,129.9759,292.3487462,362.7619658,5576.448463,137.0348218,2582.98072,75.49120963,1515.677465,1178.335797,137.0348218,2573.44732,75.49120963,1515.677465,1515.677465,55.28575057,31.64269924,9.53340005,5868.797209,0,194.066492,4.190637,4.190637,3.469774,3.469774,4.252925,3.459557,3.822508,2.29112,1.99337,0.619102,0.342895,2.340335,168.5884,46.76643365,14.74006849,107.0819432,81.05607,59.04162996,0,36.49,12.15302569,36.46,3252.22281,6,6.000000033,2957.333333,89330.28267,8371043.033,8267142.498,2875921.7,3,1233283.61,4,0.0013,5.5,0.06,5.39,0.004342018,5.34,0.003131542,1.55,10266.37134,917691.2214,914.8333333,1109.166667,0.962335,807.8333333,0.888011667,90.5,0.087633333,15.33333333,0.024343333,694,118.6666667,106.6666667,468.6666667,0.200048333,21746.5,512.6666667,10694.66667,299.1666667,5915.166667,4324.833333,512.6666667,10658.33333,299.1666667,5615,4324.833333,188.1666667,112,36.33333333,20.33333333,0,20.33333333,0,0,0,2659,3376,15711.5,0.123333333,21.6645745,0,21.66266489,21.66265,48.72479103,60.46032764,929.4080772,22.83913697,430.4967866,12.58186827,252.6129109,196.3892995,22.83913697,428.9078866,12.58186827,252.6129109,252.6129109,9.214291762,5.273783207,1.588900008,978.1328682,0,32.34441533,0.6984395,0.6984395,0.578295667,0.578295667,0.708820833,0.576592833,0.637084667,0.381853333,0.332228333,0.103183667,0.057149167,0.390055833,28.09806667,7.794405608,2.456678081,17.84699054,13.509345,9.84027166,0,6.081666667,2.025504282,6.076666667,542.037135,1,1.000000006,492.8888889,14888.38044,1395173.839,1377857.083,479320.2833,0.5,205547.2683,0.666666667,0.000216667,0.916666667,0.01,0.898333333,0.00072367,0.89,0.000521924,0.258333333,1711.061889,152948.5369
231,9680,19606,8.13306,6313,6.51741,2982,3.1364,373,0.34604,9202,1100,1176,6926,1.24125,183611,3929,132352,3386,38642,5302,3929,42263,3386,25990,5302,1923,10729,90089,7235,0,7229,0,2,4,18601,38510,126500,1.33,278.0728133,0.34,277.7009682,249.13795,418.7414262,822.3531452,7420.63548,145.4495162,5529.717669,120.3278908,864.0091519,235.9963466,145.4495162,2409.036635,120.3278908,864.0091519,864.0091519,97.46358035,427.6713255,3120.681034,7839.376906,0,230.764556,5.600948,5.573765,5.426381,5.416829,5.926345,6.832539,7.469419,4.19376,5.116051,2.091314,1.300856,4.227331,375.662,65.60133891,80.25100152,229.8098164,1247.3401,185.1889971,345.9247451,354.1602269,594.6438186,265.8193248,8696.521624,9.05567366,9.999999897,2701,62317.8752,12722939.08,13526128.97,3951008.17,0,1945897.57,7,0.001976,8.36,0.1,8.84,0.005965166,7.32,0.004941005,2.45,22004.36891,1960864.131,968,1960.6,0.813306,631.3,0.651741,298.2,0.31364,37.3,0.034604,920.2,110,117.6,692.6,0.124125,18361.1,392.9,13235.2,338.6,3864.2,530.2,392.9,4226.3,338.6,2599,530.2,192.3,1072.9,9008.9,723.5,0,722.9,0,0.2,0.4,1860.1,3851,12650,0.133,27.80728133,0.034,27.77009682,24.913795,41.87414262,82.23531452,742.063548,14.54495162,552.9717669,12.03278908,86.40091519,23.59963466,14.54495162,240.9036635,12.03278908,86.40091519,86.40091519,9.746358035,42.76713255,312.0681034,783.9376906,0,23.0764556,0.5600948,0.5573765,0.5426381,0.5416829,0.5926345,0.6832539,0.7469419,0.419376,0.5116051,0.2091314,0.1300856,0.4227331,37.5662,6.560133891,8.025100152,22.98098164,124.73401,18.51889971,34.59247451,35.41602269,59.46438186,26.58193248,869.6521624,0.905567366,0.99999999,270.1,6231.78752,1272293.908,1352612.897,395100.817,0,194589.757,0.7,0.0001976,0.836,0.01,0.884,0.000596517,0.732,0.000494101,0.245,2200.436891,196086.4131
232,19556,45304,22.95572,15094,21.89237,3809,5.25401,619,0.85324,16666,4497,5244,6925,7.61746,7251,683,572,437,4844,715,683,567,437,469,715,187,4188,5,0,0,0,0,0,0,2257,2922,2072,9.08,349.168053,2.63,346.5032199,303.59465,1954.594945,4589.052082,926.9124769,57.47401591,52.06263601,42.89850055,50.656849,76.3330219,57.47401591,51.39974247,42.89850055,50.656849,50.656849,16.29159153,631.195862,0.662893538,2881.507422,0,14.795268,10.797634,10.093258,11.622804,10.036454,9.693671,11.286381,12.455312,8.141474,4.046984,10.228482,823.389644,4.932296,997.0975,158.2366167,194.5076347,644.3532981,3520.1252,167.1333882,517.3147688,603.4959005,2472.241187,922.5953992,14757.42157,11.468168,24.6009937,331,20724.48,31239953.21,36519098.7,5486229.24,13,2029689,17,0.004851,20.53,0.28,23.86,0.008283017,10.11,0.005153768,2.49,35803.71107,2462026.944,698.4285714,1618,0.819847143,539.0714286,0.781870357,136.0357143,0.187643214,22.10714286,0.030472857,595.2142857,160.6071429,187.2857143,247.3214286,0.272052143,258.9642857,24.39285714,20.42857143,15.60714286,173,25.53571429,24.39285714,20.25,15.60714286,16.75,25.53571429,6.678571429,149.5714286,0.178571429,0,0,0,0,0,0,80.60714286,104.3571429,74,0.324285714,12.47028761,0.093928571,12.37511499,10.84266607,69.80696232,163.8947172,33.10401703,2.052643425,1.859379858,1.532089305,1.809173179,2.726179354,2.052643425,1.835705088,1.532089305,1.809173179,1.809173179,0.581842555,22.54270936,0.023674769,102.9109794,0,0.528402429,0.385629786,0.3604735,0.415100143,0.358444786,0.346202536,0.403085036,0.444832571,0.290766929,0.144535143,0.365302929,29.406773,0.176153429,35.610625,5.651307739,6.946701239,23.01261779,125.7187571,5.96904958,18.47552746,21.55342502,88.29432812,32.94983569,527.0507703,0.409577429,0.878606918,11.82142857,740.16,1115712.615,1304253.525,195936.7586,0.464285714,72488.89286,0.607142857,0.00017325,0.733214286,0.01,0.852142857,0.000295822,0.361071429,0.000184063,0.088928571,1278.703967,87929.53372
233,12950,17527,13.93162,10740,12.38528,1882,2.26529,309,0.34925,8419,949,1111,6359,1.81089,39801,541,17878,2499,16514,2369,541,17575,2499,15241,2369,551,722,303,0,0,0,0,0,0,3789,6490,29522,2.2,146.4146053,3.63,142.752262,138.39997,2932.605326,3697.448116,3779.124288,74.7760819,1605.135311,225.6172453,1505.24348,216.9105072,74.7760819,1589.152206,225.6172453,1505.24348,1505.24348,75.1092296,76.33243287,15.98310502,6711.729614,0,188.14203,11.150272,9.706211,10.921891,9.486407,9.066091,8.059131,8.70975,6.786682,5.802493,7.309036,33.212681,6.589085,594.5549,256.2646968,33.88653663,304.4037741,596.46232,323.591096,68.09799798,71.62921331,489.4776226,152.93,7266.610211,5.317178891,15.93553425,719.6666667,64274.57067,21542601.36,22929492.7,4351592.2,7,1602136.7,8,0.003346,14.18,0.16,14.96,0.006569961,8.04,0.004068131,1.96,17315.57854,1033362.469,809.375,1095.4375,0.87072625,671.25,0.77408,117.625,0.141580625,19.3125,0.021828125,526.1875,59.3125,69.4375,397.4375,0.113180625,2487.5625,33.8125,1117.375,156.1875,1032.125,148.0625,33.8125,1098.4375,156.1875,952.5625,148.0625,34.4375,45.125,18.9375,0,0,0,0,0,0,236.8125,405.625,1845.125,0.1375,9.150912832,0.226875,8.922016375,8.649998125,183.2878329,231.0905072,236.195268,4.673505119,100.3209569,14.10107783,94.07771749,13.5569067,4.673505119,99.32201288,14.10107783,94.07771749,94.07771749,4.69432685,4.770777054,0.998944064,419.4831009,0,11.75887687,0.696892,0.606638188,0.682618188,0.592900438,0.566630688,0.503695687,0.544359375,0.424167625,0.362655812,0.45681475,2.075792562,0.411817813,37.15968125,16.01654355,2.117908539,19.02523588,37.278895,20.2244435,4.256124874,4.476825832,30.59235141,9.558125,454.1631382,0.332323681,0.995970891,44.97916667,4017.160667,1346412.585,1433093.294,271974.5125,0.4375,100133.5438,0.5,0.000209125,0.88625,0.01,0.935,0.000410623,0.5025,0.000254258,0.1225,1082.223659,64585.15431
234,9220,14778,8.09821,6843,6.46451,2231,2.3471,136,0.18828,8530,1361,1085,6084,1.44452,86691,7674,18255,8832,39938,11992,7674,17219,8832,25004,11992,8519,6415,1036,0,0,0,0,0,0,18820,22299,45572,1.78,169.3810946,0,169.3554323,154.28942,722.8562277,1124.563522,4165.156763,404.9289898,943.7108764,389.6386142,1164.83965,619.6622337,404.9289898,895.8048528,389.6386142,1164.83965,1164.83965,358.4768567,283.8995423,47.90602359,4888.012991,0,80.41598,7.290539,7.290539,7.214109,7.014107,7.294118,5.892694,6.365421,3.940219,4.853926,3.539532,3.080044,4.893532,277.11896,7.561106663,48.41713493,221.1407274,1854.9149,0,81.09943602,330.293984,1126.082175,719.4315531,3953.288734,8.999999902,8.999999965,2249,104009.4293,12273499.33,12501446.05,3804641,0,2058553.32,8,0.001907,8.09,0.09,8.16,0.005744183,7.06,0.00522706,2.57,14595.44592,1195188.684,1024.444444,1642,0.899801111,760.3333333,0.718278889,247.8888889,0.260788889,15.11111111,0.02092,947.7777778,151.2222222,120.5555556,676,0.160502222,9632.333333,852.6666667,2028.333333,981.3333333,4437.555556,1332.444444,852.6666667,1913.222222,981.3333333,2778.222222,1332.444444,946.5555556,712.7777778,115.1111111,0,0,0,0,0,0,2091.111111,2477.666667,5063.555556,0.197777778,18.82012162,0,18.81727026,17.14326889,80.31735863,124.9515025,462.7951959,44.99210998,104.856764,43.29317935,129.4266278,68.8513593,44.99210998,99.53387254,43.29317935,129.4266278,129.4266278,39.83076185,31.54439359,5.32289151,543.1125545,0,8.935108889,0.810059889,0.810059889,0.801567667,0.779345222,0.810457556,0.654743778,0.707269,0.437802111,0.539325111,0.393281333,0.342227111,0.543725778,30.79099556,0.840122963,5.379681659,24.57119193,206.1016556,0,9.011048446,36.69933156,125.1202417,79.93683923,439.2543038,0.999999989,0.999999996,249.8888889,11556.60326,1363722.148,1389049.561,422737.8889,0,228728.1467,0.888888889,0.000211889,0.898888889,0.01,0.906666667,0.000638243,0.784444444,0.000580784,0.285555556,1621.716214,132798.7427
236,21724,39329,26.49562,13869,20.38892,6763,10.81043,1048,1.80021,16077,2007,2129,11941,4.22164,20827,2366,3189,344,10249,4679,2366,3166,344,4625,4679,2563,3061,23,0,0,0,0,0,0,4615,6069,10143,7.32,238.3063224,0,238.257602,238.20697,3113.076564,5629.115122,2950.281406,342.7750861,457.3510555,48.94792879,662.5611413,653.9927949,342.7750861,453.9611509,48.94792879,662.5611413,662.5611413,346.3397659,438.3136337,3.389904585,6063.35797,0,37.286502,22.770661,22.364261,25.824893,23.861613,21.092865,20.150487,22.213188,20.191893,12.105022,24.232394,36.05652,21.06042,1026.6935,0,284.0236636,742.6697392,3298.19,0,288.3500779,1743.336166,32.98,1340.527559,16116.32056,26.06791185,33,2619.666667,249110.144,33416937.42,42479264.3,8564204.97,20,3693411.01,16,0.005183,21.95,0.33,27.74,0.012930093,15.86,0.009378275,4.54,30335.62798,1683417.975,658.3030303,1191.787879,0.802897576,420.2727273,0.617846061,204.9393939,0.327588788,31.75757576,0.054551818,487.1818182,60.81818182,64.51515152,361.8484848,0.127928485,631.1212121,71.6969697,96.63636364,10.42424242,310.5757576,141.7878788,71.6969697,95.93939394,10.42424242,140.1515152,141.7878788,77.66666667,92.75757576,0.696969697,0,0,0,0,0,0,139.8484848,183.9090909,307.3636364,0.221818182,7.22140371,0,7.219927335,7.21839303,94.33565345,170.5792461,89.40246686,10.38712382,13.85912289,1.483270569,20.07761034,19.81796348,10.38712382,13.75639851,1.483270569,20.07761034,20.07761034,10.49514442,13.28223133,0.102724381,183.7381203,0,1.129894,0.69002003,0.677704879,0.782572515,0.723079182,0.639177727,0.610620818,0.673126909,0.611875545,0.366818848,0.73431497,1.092621818,0.638194545,31.11192424,0,8.606777684,22.50514361,99.94515152,0,8.737881148,52.82836865,0.999393939,40.62204723,488.3733503,0.789936723,1,79.38383838,7548.792242,1012634.467,1287250.433,259521.3627,0.606060606,111921.5458,0.484848485,0.000157061,0.665151515,0.01,0.840606061,0.000391821,0.480606061,0.00028419,0.137575758,919.2614538,51012.66592
237,14984,21878,17.87905,10075,14.07985,4303,6.09362,574,0.82624,8137,1054,1190,5893,2.72281,42090,8421,9046,1014,18106,5503,8421,9000,1014,8378,5503,1294,8434,46,0,0,0,0,0,0,6410,11384,24296,3.67,222.4051572,0,222.374423,222.37283,1484.470722,2191.633082,3714.800963,748.2781273,784.0132632,87.463147,741.5893672,516.1682281,748.2781273,779.3828574,87.463147,741.5893672,741.5893672,98.64209901,738.6467315,4.630405821,5199.271685,0,59.282291,15.539202,15.448884,15.583216,15.160464,15.971653,13.964319,15.461037,10.43965,12.517226,10.03366,7.456833,11.369697,668.3731,4.400910568,164.2577017,499.7143851,2046.9363,26.33544892,0,969.056418,217.8031436,932.6057558,10422.07849,18.41387242,21,2740,167506.368,25404948.69,28191381.44,6877327.3,11,2347151.77,4,0.003943,16.69,0.21,18.41,0.010383273,12.77,0.005959866,2.9,23924.06361,1570590.2,713.5238095,1041.809524,0.851383333,479.7619048,0.670469048,204.9047619,0.290172381,27.33333333,0.039344762,387.4761905,50.19047619,56.66666667,280.6190476,0.129657619,2004.285714,401,430.7619048,48.28571429,862.1904762,262.047619,401,428.5714286,48.28571429,398.952381,262.047619,61.61904762,401.6190476,2.19047619,0,0,0,0,0,0,305.2380952,542.0952381,1156.952381,0.174761905,10.59072177,0,10.58925824,10.58918238,70.689082,104.3634801,176.895284,35.63229178,37.33396491,4.164911762,35.31377939,24.57943943,35.63229178,37.1134694,4.164911762,35.31377939,35.31377939,4.69724281,35.17365388,0.220495515,247.584366,0,2.822966238,0.739962,0.735661143,0.742057905,0.721926857,0.760554905,0.664967571,0.736239857,0.49712619,0.596058381,0.477793333,0.355087286,0.541414143,31.82729048,0.20956717,7.82179532,23.7959231,97.47315714,1.254068996,0,46.14554371,10.37157827,44.40979789,496.2894521,0.876851068,1,130.4761905,7976.493714,1209759.462,1342446.735,327491.7762,0.523809524,111769.1319,0.19047619,0.000187762,0.794761905,0.01,0.876666667,0.000494442,0.608095238,0.000283803,0.138095238,1139.241124,74790.00954
